"","X","Title","ReleaseDate","Popularity","Budget","Revenue","Genre","IMDBRating","IMDBVotes","Director","RottenTomatoesRating","Production"
"233",233,"The Reaping","05 Apr 2007",2.598573,40000000,62771059,"Horror, Thriller","5.7/10","38,717","Stephen Hopkins","8%","Warner Bros. Pictures"
"234",234,"A Question of Time","'NaT'",2.4e-05,0,0,"Short, Drama, Mystery","6.8/10","13","Radek Sienski",NA,"N/A"
"235",235,"The Trespassers","19 Aug 1976",0.30441,0,0,"Drama","6.8/10","5","John Duigan",NA,"N/A"
"236",236,"Men of the Hour","15 Sep 2003",0,0,0,"Action, Adventure","6.0/10","21","Ming-Hua Chen",NA,"N/A"
"237",237,"Go Quiet","28 Apr 2010",0.010702,0,0,"Music","8.8/10","78","Dean DeBlois",NA,"N/A"
"238",238,"North","22 Jul 1994",1.98417,40000000,0,"Adventure, Comedy, Drama","4.4/10","11,800","Rob Reiner","15%","New Line/Columbia Tristar"
"239",239,"Basette","'20/03/2008'",0.04146,0,0,"Short","7.0/10","161","Gabriele Mainetti",NA,"N/A"
"240",240,"Planet der Kannibalen","17 Nov 2001",0.016397,0,0,"Crime, Sci-Fi, Comedy","5.4/10","156","Hans-Christoph Blumenberg",NA,"N/A"
"241",241,"The Face of the Enemy","12 Dec 2008",0.007575,0,0,"Drama, Sci-Fi","7.7/10","2,133","N/A",NA,NA
"242",242,"Bangun Lagi Dong Lupus","04 Apr 2013",0.034088,0,0,"Comedy, Drama, Romance","6.8/10","33","Benni Setiawan",NA,"N/A"
"244",244,"The Razah Code Underground Hip-Hop Chapter 1","05 Sep 2006",0.005625,0,0,"Biography","8.0/10","8","Apademik, Hell Razah, Khalik Allah",NA,"N/A"
"245",245,"Lorna","14 Jun 2015",0.062283,0,0,"Comedy, Romance","7.6/10","13","Sigrid Andrea Bernardo",NA,"N/A"
"246",246,"Tod in Istanbul","28 Feb 2011",0.086403,0,0,"Crime, Thriller","5.8/10","62","Matti Geschonneck",NA,"N/A"
"247",247,"Confession d'un dragueur","25 Jul 2001",0.006789,11000000,0,"Comedy","4.8/10","169","Alain Soral",NA,"N/A"
"248",248,"Rattlesnake in a Cooler","'01/01/1982'",0.2025,0,0,"Drama","8.8/10","31","Robert Altman",NA,"N/A"
"249",249,"El Chilean Elvis","24 Mar 2014",0,0,0,"Documentary, Short, Comedy","8.2/10","5","Marcelo Kiwi Beiger",NA,"N/A"
"250",250,"Nu.","30 Sep 2006",0.008604,0,0,"Drama","6.8/10","47","Jan-Willem van Ewijk",NA,"N/A"
"252",252,"Hector's Hectic Life","19 Nov 1948",0.013944,0,0,"Animation, Short, Comedy","5.8/10","134","Bill Tytla, George Germanetti",NA,"N/A"
"253",253,"Poove Unakkaga","'15/02/1996'",0.001884,0,0,"N/A","7.3/10","366","N/A",NA,"N/A"
"254",254,"Day 39","'16/09/2015'",0.043125,0,0,"Short, Drama, Thriller","7.3/10","12","Jesse Gustafson",NA,"N/A"
"256",256,"A Normal Life","'08/12/2003'",0.003825,0,0,"Short, Drama","8.1/10","40","Shane Ryan",NA,"N/A"
"258",258,"Caprica","22 Jan 2010",0.023648,0,0,"Action, Drama, Sci-Fi","7.1/10","21,474","N/A",NA,NA
"259",259,"Matters of the Heart","26 Dec 1990",0.001323,0,0,"Drama, Romance","6.7/10","128","Michael Ray Rhodes",NA,"MCA Universal Home Video"
"260",260,"Az obsitos","22 Oct 1917",0.002813,0,0,"Drama","6.7/10","6","Béla Balogh",NA,"N/A"
"261",261,"Caitlin Among the Beasts","'15/09/2015'",0.047475,0,0,"Short, Comedy, Drama",NA,"N/A","Adam Bertocci",NA,"N/A"
"262",262,"The Storm Rider","01 Mar 1957",0.054368,0,0,"Romance, Western","6.0/10","55","Edward Bernds",NA,"20th Century Fox Film Corporation"
"263",263,"Rain","12 Oct 1932",0.08874,0,0,"Drama","6.9/10","1,920","Lewis Milestone","100%","United Artists"
"264",264,"By","22 Aug 1986",NA,0,0,"Adventure, Drama","8.1/10","295,945","Rob Reiner","91%","MCA Universal Home Video"
"265",265,"Historia de un director idiota","02 Mar 2010",0.099233,0,0,"Comedy","4.0/10","12","Sergio Candel",NA,"N/A"
"266",266,"Ser un ser humano","'01/01/2011'",0.011252,0,0,"Documentary, Biography, Family",NA,"N/A","Abdelsallam Al-Hajj, Claudia Alves, Laura Cardona, Jean Jean León, Marina McCartney, Rafael Ruíz, Helena Salguero, Chatterjee Sreya",NA,"N/A"
"268",268,"Breathing Room","30 Sep 2008",0.675561,0,0,"Horror, Mystery, Thriller","4.4/10","3,074","John Suits, Gabriel Cowan(co-director)",NA,"Arrow Releasing"
"269",269,"Airport","05 Mar 1970",0.002073,0,0,"Action, Drama, Thriller","6.6/10","14,160","George Seaton, Henry Hathaway","80%","Universal Pictures"
"270",270,"Winky the Watchman","01 Jun 1945",0.003177,0,0,"Short, Animation","5.8/10","12","Hugh Harman",NA,"N/A"
"271",271,"A Covenant with Death","23 Jan 1969",0.062202,0,0,"Drama","6.4/10","149","Lamont Johnson",NA,"Warner Bros."
"274",274,"Didi auf vollen Touren","27 Nov 1986",1.7e-05,0,0,"Comedy","5.5/10","421","Wigbert Wicker",NA,"N/A"
"275",275,"Sergeant X","16 Dec 1932",0.75,25000000,0,"N/A",NA,"N/A","Vladimir Strizhevsky",NA,"N/A"
"276",276,"Monday at 11:01 A.M.","22 Jan 2016",0.22514,0,0,"Thriller","6.5/10","23","Harvey Lowry","25/100","Charles Agron Productions"
"277",277,"Prema Katha Chitram","07 Jun 2013",0.020706,0,0,"Drama, Horror","7.2/10","618","J. Prabhakar Reddy",NA,"Movie Blue Sky"
"279",279,"Amsterdams vreemdelingenverkeer","'NaT'",0.001875,0,0,"Documentary, Short","2.6/10","5","N/A",NA,"N/A"
"281",281,"The Six Wives of Henry Lefay","18 Jun 2009",3.028849,0,0,"Comedy","5.2/10","2,622","Howard Michael Gould",NA,"National Entertainment Media"
"282",282,"Track","'24/04/2016'",0.063758,0,0,"Action, Thriller","5.4/10","77","Sammy Balkas",NA,"N/A"
"283",283,"Geburt","22 Oct 2009",0.017463,0,0,"Documentary",NA,"N/A","Silvia Haselbeck, Erich Langjahr",NA,"N/A"
"284",284,"Costa Dulce","17 Nov 2013",0.022514,0,0,"Drama, Mystery","6.4/10","7","Enrique Collar",NA,"N/A"
"286",286,"Blood Money","30 Mar 2012",0.612752,2300000,0,"Action, Drama, Thriller","5.6/10","1,022","Vishal Mahadkar",NA,"Xlrator Media"
"287",287,"Scandalous","24 Nov 2006",0.01931,0,0,"Comedy, Musical","6.1/10","208","Álvaro Begines",NA,"Alta Films"
"288",288,"Shaquille O'Neal Presents: All Star Comedy Jam - Live from Orlando","01 Oct 2012",0.120023,0,0,"Comedy","6.2/10","36","Leslie Small",NA,"N/A"
"289",289,"Porky's Cafe","21 Feb 1942",0.007869,0,0,"Animation, Family, Short","6.5/10","111","Chuck Jones",NA,"N/A"
"290",290,"The River","07 Feb 2012",0.203722,0,0,"Adventure, Fantasy, Horror","6.9/10","15,198","N/A",NA,NA
"291",291,"Poraali","01 Dec 2011",0.034667,145,0,"Drama","6.8/10","89","Samuthirakani",NA,"Company Productions"
"292",292,"Flanagan","28 Aug 1975",0,0,0,"Drama, Thriller","6.1/10","37","Adriaan Ditvoorst",NA,"N/A"
"293",293,"Hotel Bellevue","01 Oct 2014",0.0225,0,0,"Documentary, Short, Biography",NA,"N/A","Claire Walka",NA,"N/A"
"294",294,"Surveillance","31 Jul 2008",0.673731,3500000,1115493,"Crime, Drama, Horror","6.4/10","15,371","Jennifer Lynch","54%","Magnet Releasing"
"295",295,"Francia","03 Feb 2006",0.00851,0,0,"Crime, Drama","5.1/10","119","Manuel Gutiérrez Aragón",NA,"N/A"
"296",296,"The Rise and Fall of Squizzy Taylor","28 Apr 1969",0.004635,0,0,"N/A",NA,"N/A","Nigel Buesst",NA,"N/A"
"297",297,"Documental","'19/07/2005'",0.008436,0,0,"Comedy","5.8/10","6","Justin Theroux",NA,"N/A"
"298",298,"Dimples","16 Oct 1936",0.136677,0,0,"Family, Musical","6.9/10","631","William A. Seiter",NA,"Twentieth Century Fox Home Entertainment"
"299",299,"Don Giovanni","14 Nov 1979",0.75,0,0,"Drama, Music","7.7/10","885","Joseph Losey",NA,"Janus Films"
"300",300,"Get Hep to Love","02 Oct 1942",0.002856,0,0,"Drama, Musical","7.4/10","25","Charles Lamont",NA,"Universal"
"301",301,"Showdown","17 Sep 1993",0.306288,0,0,"Action","5.1/10","683","Robert Radler",NA,"Imperial Entertainment"
"302",302,"Below the Belt","26 Nov 1981",0.306276,0,0,"Action, Comedy, Drama","5.5/10","134","Robert Fowler",NA,"Atlantic Releasing Corporation"
"303",303,"Dokyumento poruno: Maruhi chikan tekunikku","01 Feb 1974",0.01872,0,0,"N/A",NA,"N/A","Shinya Yamamoto",NA,"N/A"
"304",304,"L'Autre vie de Richard Kemp","05 Jun 2013",0.716682,0,0,"Crime, Fantasy, Thriller","6.5/10","710","Germinal Alvarez",NA,"Haute et Court"
"305",305,"Themis","14 Jan 2012",0.00422,0,0,"Crime, Drama","7.2/10","2,510","Sion Sono","94%","Olive Films"
"307",307,"The Year of Living Vicariously","29 Apr 2005",0.003766,0,0,"Documentary","6.2/10","20","Amir Muhammad",NA,"N/A"
"308",308,"When the Love Is Gone","27 Nov 2013",0.024281,0,0,"Drama","6.1/10","32","Andoy Ranay",NA,"N/A"
"309",309,"Sundays at Tiffany's","06 Dec 2010",0.232366,0,0,"Drama, Romance","6.7/10","3,232","Mark Piznarski",NA,"Sony Pictures Entertainment"
"310",310,"The Mother Goose Video Treasury","01 Sep 1987",0,0,0,"Family, Fantasy, Musical","7.8/10","53","N/A",NA,"N/A"
"312",312,"JFK: A President Betrayed","12 Nov 2013",0.625536,0,0,"Documentary, Drama, History","7.6/10","142","Cory Taylor",NA,"Passion River Films"
"313",313,"Jaane Tu... Ya Jaane Na","04 Jul 2008",0.326667,2300000,11100000,"Comedy, Drama, Romance","7.5/10","20,499","Abbas Tyrewala",NA,"UTV Communications"
"316",316,"One Night in Istanbul","11 Sep 2014",0.12045,6000000,0,"Comedy, Sport","5.4/10","982","James Marquand",NA,"Big Ears Productions"
"317",317,"Test Tube Babies","15 Jan 1951",0.023994,0,0,"Drama","2.7/10","206","W. Merle Connell",NA,"N/A"
"318",318,"Inherit the Wind","01 Nov 1960",0.002123,0,0,"Biography, Drama, History","8.2/10","22,304","Stanley Kramer","91%","MGM Home Entertainment"
"319",319,"Dewars Scotch Whiskey","'NaT'",0.001883,0,0,"Short","4.4/10","228","N/A",NA,"N/A"
"320",320,"Script","01 May 2011",0.3,0,0,"Short, Drama, Thriller","6.0/10","5","Albert Ventura Roldan",NA,"N/A"
"321",321,"How to Dance in Ohio","26 Oct 2015",0.357486,0,0,"Documentary, Drama","7.9/10","165","Alexandra Shiva","89%","N/A"
"322",322,"Within the Woods","'23/11/1978'",0.526334,1600,0,"Horror, Short","6.7/10","1,817","Sam Raimi",NA,"N/A"
"323",323,"Cocaine Unwrapped","'03/12/2012'",0.016961,0,0,"Documentary, News","6.6/10","100","Rachel Seifert",NA,"The Orchard"
"324",324,"IZO","28 May 2005",0.49102,0,0,"Action, Drama, Fantasy","6.2/10","4,028","Takashi Miike",NA,"Omuro"
"325",325,"Das Wolfskind","'NaT'",1e-06,0,0,"Short, Drama, Family",NA,"N/A","Roberto Anjari-Rossi",NA,"N/A"
"326",326,"Bem Casados","03 Dec 2015",0.290619,0,0,"Comedy, Romance","5.2/10","174","Aluizio Abranches",NA,"N/A"
"327",327,"No More Games","18 Sep 2012",0.066832,0,0,"N/A",NA,"N/A","Emmbre Perry",NA,"N/A"
"328",328,"Alice Cooper: Live at Montreux","31 Oct 2006",0.113138,0,0,"Music","7.9/10","7","Thierry Amsallem",NA,"N/A"
"329",329,"Sexting in Suburbia","14 Jan 2012",0.097443,0,0,"Drama, Thriller","5.8/10","910","John Stimpson",NA,"N/A"
"332",332,"Eddie Griffin: Voodoo Child","'01/01/1997'",0.005259,0,0,"Documentary, Comedy","7.9/10","204","Jerome Kay",NA,"N/A"
"333",333,"Redemption Trail","06 Oct 2013",0.226044,0,0,"Drama","7.6/10","30","Britta Sjogren",NA,"Breaking Glass Pictures"
"334",334,"Exorcismo Documentado","01 Sep 2012",0.01759,0,0,"Horror","5.7/10","25","Rodrigo Estrada Alday",NA,"N/A"
"335",335,"Party Girl","09 Jun 1995",0.316121,150000,472370,"Comedy","6.6/10","3,704","Daisy von Scherler Mayer","77%","Sony Pictures Home Entertainment"
"337",337,"Crooked House","22 Dec 2008",3.371919,0,0,"Horror, Mystery","7.1/10","531","N/A",NA,NA
"338",338,"Bello recuerdo","12 Apr 1962",0.004953,0,0,"Musical, Drama","6.1/10","26","Antonio del Amo",NA,"N/A"
"339",339,"Xunzhao Lin Zhao de linghun","'01/01/2004'",0.004773,0,0,"Documentary, Biography, History",NA,"N/A","Jie Hu",NA,"N/A"
"340",340,"Between Truth and Lies","12 Mar 2006",0.005629,0,0,"Crime","4.9/10","108","John Bradshaw",NA,"Chesler/Perlmutter Productions"
"342",342,"Loma","23 May 1985",0.006,0,0,"Drama, Family","4.2/10","5","Bidzina Rachvelishvili",NA,"N/A"
"343",343,"Evangelion: Another Impact (Confidential)","06 Feb 2015",0.600092,0,0,"Animation, Short, Sci-Fi","7.9/10","81","Shinji Aramaki",NA,"N/A"
"344",344,"Prairie Pals","04 Sep 1942",0.002197,0,0,"Action, Music, Western","5.0/10","17","Sam Newfield",NA,"Producers Releasing Corporation"
"345",345,"Godspeed","13 Jun 2009",0.005803,45000,0,"Drama, Mystery, Thriller","4.5/10","494","Robert Saitzyk","50%","Film Harvest"
"347",347,"The Phoenix","26 Apr 1981",8e-05,0,0,"Sci-Fi","7.5/10","163","N/A",NA,NA
"348",348,"The Crooked Road","19 Feb 1967",0.152744,0,0,"Drama, Thriller","5.5/10","50","Don Chaffey",NA,"N/A"
"349",349,"Dead Before Dawn","10 Jan 1993",0.283978,0,0,"Drama, Thriller","6.3/10","232","Charles Correll",NA,"Joel Fields Productions"
"351",351,"Mind Game","07 Aug 2004",0.005625,0,0,"Animation, Adventure, Comedy","7.9/10","6,283","Masaaki Yuasa, Kôji Morimoto","100%","Asmik Ace Entertainment"
"352",352,"001 Trolling","06 Apr 2017",0.295778,0,0,"Comedy","7.7/10","484","Gregg Golding",NA,"N/A"
"353",353,"Starting a Skyscraper","01 Jan 1902",0.00318,0,0,"Documentary, Short","4.7/10","117","N/A",NA,"N/A"
"354",354,"Cold Journey","06 May 1976",1.1e-05,0,0,"Drama","5.8/10","8","Martin Defalco",NA,"N/A"
"356",356,"War Photographer","'01/01/2001'",0.01907,0,0,"Documentary, War","8.0/10","3,443","Christian Frei","80%","First Run Features"
"357",357,"Der zerbrochene Krug","25 Dec 1965",0.027442,0,0,"Comedy","8.5/10","12","Detlof Krüger",NA,"N/A"
"358",358,"Down Dakota Way","09 Sep 1949",0.032453,0,0,"Western","6.5/10","72","William Witney",NA,"Republic"
"359",359,"Encounters with Landscape (3x)","'01/01/2012'",0.013192,0,0,"Documentary, Short",NA,"N/A","Salomé Lamas",NA,"N/A"
"361",361,"Por la libertad","'31/01/2017'",0.151968,0,0,"Documentary",NA,"N/A","Verónica Vigil",NA,"N/A"
"362",362,"Insider Trading: The Making of 'Trading Places'","05 Jun 2007",0.425025,0,0,"Documentary, Short",NA,"N/A","N/A",NA,"N/A"
"363",363,"Khubsoorat","'26/02/1980'",1.9e-05,0,0,"Comedy, Drama, Family","7.7/10","1,137","Hrishikesh Mukherjee",NA,"N/A"
"365",365,"The Eyes of the Rainbow","'01/01/1997'",0.001875,0,0,"Documentary","8.3/10","10","Gloria Rolando",NA,"N/A"
"366",366,"Lemmings","'25/01/1973'",0.135965,0,0,"Documentary, Comedy, Music","7.2/10","126","Michael Keady, Tony Hendra",NA,"N/A"
"368",368,"Sweet Honey Chile'","01 Jun 2013",0,0,0,"Short, Drama, Family","6.8/10","6","Talibah Lateefah Newman",NA,"N/A"
"371",371,"The Road Agent","01 Jul 1925",0.001877,0,0,"Western",NA,"N/A","J.P. McGowan",NA,"N/A"
"373",373,"Return to Witch Graveyard","12 Dec 2014",0.033459,0,0,"Horror","7.1/10","312","Reuben Rox",NA,"N/A"
"374",374,"The Big Clock","09 Apr 1948",0.752169,0,0,"Crime, Drama, Film-Noir","7.7/10","6,112","John Farrow","100%","Paramount Pictures"
"375",375,"Magic Music from the Telharmonium","15 Apr 1998",0.00422,0,0,"Documentary, Short",NA,"N/A","Reynold Weidenaar",NA,"N/A"
"376",376,"Longo Caminho da Morte","'22/09/1972'",0,0,0,"Drama",NA,"N/A","Júlio Calasso",NA,"N/A"
"377",377,"The Death Squad","08 Jan 1974",0.35,0,0,"Crime, Drama","4.8/10","33","Harry Falk",NA,"N/A"
"378",378,"Arabic Numeral Series 6","'17/01/1981'",0.05,0,0,"Short",NA,"N/A","Stan Brakhage",NA,"N/A"
"379",379,"Sign Them Papers","08 Jan 1927",0.008827,0,0,"Short, Comedy","5.8/10","5","Edward Ludwig",NA,"N/A"
"380",380,"Bu zhun diao tou","16 Apr 1981",0.0012,0,0,"Comedy",NA,"N/A","Clifford Choi",NA,"N/A"
"381",381,"Unheimliche Geschichten","05 Apr 1982",0.046695,0,0,"Mystery",NA,"N/A","N/A",NA,NA
"382",382,"The Slut Always Rides Shotgun","14 Aug 2013",0.01875,0,0,"Drama","8.3/10","6","Nate Lyles",NA,"N/A"
"383",383,"Oberarzt Dr. Solm","17 Mar 1955",0.023948,0,0,"Drama","7.6/10","18","Paul May",NA,"N/A"
"385",385,"Trails End","03 Apr 1949",0.002291,0,0,"Western","7.0/10","5","Lambert Hillyer",NA,"N/A"
"386",386,"The Epic That Never Was","24 Dec 1965",0.074478,0,0,"Documentary","7.7/10","173","N/A",NA,"BBC"
"387",387,"Mexican Spitfire","12 Jan 1940",0.020757,0,0,"Comedy","6.3/10","216","Leslie Goodwins",NA,"RKO Radio Pictures"
"389",389,"Falstaff","'21/05/2009'",0.007503,0,0,"Comedy, Music","8.6/10","28","Humphrey Burton",NA,"N/A"
"390",390,"Scrumped","02 Aug 2016",0.08064,0,0,"Short",NA,"N/A","Seoungho Cho",NA,"N/A"
"393",393,"Knightsville","19 Apr 2015",0.08346,0,0,"Short, Drama, Family",NA,"N/A","Aly Migliori",NA,"N/A"
"394",394,"Shady Lady","09 Nov 2012",0.174348,0,0,"Documentary, Drama, History","8.8/10","38","Tristan Loraine",NA,"Independent Pictures"
"395",395,"The Spoils of Babylon","09 Jan 2014",0.845666,0,0,"Comedy","6.9/10","3,317","N/A",NA,NA
"396",396,"Artistic Creation","'01/01/1901'",0.002169,0,0,"Short","6.7/10","73","Walter R. Booth",NA,"N/A"
"397",397,"Hr. Petit","20 Sep 1948",0.03321,0,0,"Crime","5.6/10","13","Alice O'Fredericks",NA,"N/A"
"398",398,"Swifty","12 Dec 1935",0.002461,0,0,"Western","7.2/10","5","Alan James",NA,"N/A"
"399",399,"Thai Mookambhikai","'26/06/1982'",0.6,0,0,"N/A",NA,"N/A","K. Shankar",NA,"N/A"
"400",400,"Rom","'27/02/1952'",11,0,0,"Documentary","8.3/10","13","Menelaos Karamaghiolis",NA,"N/A"
"402",402,"Barney: Best Manners - Invitation to Fun","26 Aug 2003",0.003787,0,0,"Family","5.9/10","28","N/A",NA,"N/A"
"403",403,"Protect You + Me","21 Oct 2008",0.137505,0,0,"Short, Drama, Thriller","6.3/10","34","Brady Corbet",NA,"N/A"
"405",405,"The Dambusters Raid","'01/01/2001'",0.001875,0,0,"Documentary","7.4/10","29","N/A",NA,"N/A"
"406",406,"What Price Glory","16 Mar 1953",0.172998,0,0,"Comedy, Drama, Musical","6.3/10","925","John Ford","50%","20th Century Fox Film Corporation"
"407",407,"Johannes Heesters: Eine Legende wird 100","05 Dec 2003",0.007559,0,0,"Musical",NA,"N/A","Utz Weber",NA,"N/A"
"408",408,"DIO","22 Dec 1982",0.01125,0,0,"Comedy, History","6.5/10","1,258","Franco Castellano, Giuseppe Moccia",NA,"N/A"
"409",409,"Nomads of the North","26 Sep 1920",0.009504,0,0,"Drama","5.9/10","156","David Hartford",NA,"N/A"
"411",411,"Love's a Luxury","16 Feb 1963",0.328548,0,0,"Comedy, Drama",NA,"N/A","Wallace Douglas",NA,"N/A"
"412",412,"E.T. is Estong Tutong","'01/01/1983'",0.0012,0,0,"Comedy, Horror",NA,"N/A","Angel Labra",NA,"N/A"
"413",413,"The Aryan Couple","13 Oct 2006",0.61788,0,0,"Drama, War","6.3/10","914","John Daly","12%","Slow Hand Releasing"
"414",414,"Slippery Slope","'06/10/2006'",0.257801,100000,0,"Comedy","5.1/10","148","Sarah Schenck",NA,"Fresh Films"
"415",415,"Creek","25 Dec 2005",0.01854,0,0,"Horror","6.3/10","59,047","Greg McLean","53%","Weinstein Company"
"416",416,"Now You See Me","31 May 2013",12.901784,75000000,117698894,"Crime, Mystery, Thriller","7.3/10","500,686","Louis Leterrier","49%","Lionsgate Films"
"417",417,"Nem Que Tudo Termine Como Antes","'01/01/2012'",0.01319,0,0,"Short, Drama, Romance",NA,"N/A","Daniel Caselli, Mariana Martinez",NA,"N/A"
"419",419,"Fossil","28 Apr 2014",0.037494,0,0,"Thriller","5.5/10","75","Alex Walker",NA,"N/A"
"420",420,"Chatting","01 Sep 2015",0.001875,0,0,"Short, Comedy",NA,"N/A","Nacho Díaz Guerra",NA,"N/A"
"421",421,"Cloud Nine","'01/01/2001'",0.004449,0,0,"Short","7.1/10","39","Nicole Bettauer",NA,"N/A"
"423",423,"Just One Night","26 Sep 2000",0.006827,0,0,"Comedy","5.8/10","251","Alan Jacobs","28%","First Look Pictures"
"425",425,"Modesty Blaise","04 Jul 1966",0.015875,0,0,"Action, Adventure, Comedy","5.2/10","2,015","Joseph Losey","44%","Twentieth Century Fox Home Entertainment"
"426",426,"Hollywood Outlaw","01 Mar 2013",0.086817,0,0,"Short, Comedy",NA,"N/A","Maija DiGiorgio",NA,"N/A"
"427",427,"Cairo Road","02 Oct 1950",0.14804,0,0,"Drama, Crime","6.0/10","66","David MacDonald",NA,"N/A"
"428",428,"Island of Lost Souls","01 Dec 1932",1.965846,0,0,"Horror, Sci-Fi","7.5/10","6,114","Erle C. Kenton","96%","Paramount Pictures"
"429",429,"Seven Days to Live","30 Nov 2000",0.380471,0,0,"Drama, Horror, Thriller","5.2/10","1,778","Sebastian Niemann",NA,"Amberlon"
"430",430,"Fridtjofs Jul","26 Dec 2006",0.008508,0,0,"Comedy","5.4/10","7","Øystein Bache",NA,"N/A"
"433",433,"A Harbour Town","21 Nov 2013",0.019139,0,0,"Mystery",NA,"N/A","Dean Kavanagh",NA,"N/A"
"434",434,"Gringo","22 Nov 1985",0.081032,0,0,"Drama","6.2/10","172","Lech Kowalski",NA,"N/A"
"435",435,"Andhera","09 Oct 1980",0.0675,0,0,"Horror","5.4/10","10","Shyam Ramsay, Tulsi Ramsay",NA,"N/A"
"436",436,"The Burning Train","20 Mar 1980",0.000155,0,0,"Action, Thriller","6.8/10","941","Ravi Chopra",NA,"N/A"
"438",438,"Ram Balram","28 Nov 1980",0.000135,0,0,"Action, Comedy, Drama","6.5/10","361","Vijay Anand",NA,"N/A"
"439",439,"Double Bind","08 Sep 2013",0.051163,0,0,"Short, Crime, Thriller",NA,"N/A","Mark Lammerding",NA,"N/A"
"440",440,"Voltaire","05 Aug 1933",0.002865,0,0,"Biography, Drama, History","6.7/10","125","John G. Adolfi",NA,"Warner Bros."
"441",441,"Reparando","'01/01/2010'",0.009382,0,0,"Documentary, Biography, Drama","7.0/10","29","Scott Owen Moore",NA,"KinoNation"
"442",442,"Las vueltas del citrillo","10 Nov 2006",0.055121,0,0,"Drama, Fantasy","6.5/10","60","Felipe Cazals",NA,"N/A"
"443",443,"Escalier de service","'16/08/1954'",0.002395,0,0,"Short, Adult","6.0/10","6","Jean-Daniel Cadinot",NA,"N/A"
"444",444,"Les trois mousquetaires","14 Oct 1921",0.070742,0,0,"Short, Adventure","7.3/10","39","Henri Diamant-Berger",NA,"N/A"
"445",445,"Profetia","25 Oct 2009",0.106992,0,0,"Drama","4.9/10","34","Johan Melin",NA,"N/A"
"447",447,"Someone's Wife in the Boat of Someone's Husband","26 Apr 2013",0.018861,0,0,"Drama","5.9/10","17","Edwin",NA,"N/A"
"448",448,"Felix Gets Broadcasted","15 Jun 1923",0.002824,0,0,"Animation, Short","5.8/10","45","Otto Messmer",NA,"N/A"
"449",449,"Kung Fu Panda Holiday","24 Nov 2010",2.535354,0,0,"Animation, Short, Comedy","6.9/10","4,112","Tim Johnson",NA,"N/A"
"450",450,"Eye of the Storm","03 Oct 1991",0.0015,0,0,"Romance, Thriller","5.2/10","351","Yuri Zeltser",NA,"Eurofilm Studio"
"452",452,"Saaya","04 Jul 2003",0.014277,0,0,"Horror, Mystery, Romance","5.8/10","703","Anurag Basu",NA,"N/A"
"453",453,"Honeymoon","12 Sep 2014",0.005625,0,0,"Horror, Mystery, Thriller","5.7/10","19,858","Leigh Janiak","73%","Magnolia Pictures/Magnet Releasing"
"454",454,"Sanzhyra","29 May 2001",0.001912,0,0,"Short","7.4/10","11","Nurbek Egen",NA,"N/A"
"455",455,"A Brief History of Time","16 Oct 1992",0.673187,0,0,"Documentary, Biography","7.4/10","4,136","Errol Morris","94%","Anglia Television Ltd"
"456",456,"Aya: Awakenings","01 Apr 2013",0.027728,0,0,"Documentary, Mystery","6.7/10","52","Timothy Parish, Rak Razam",NA,"N/A"
"457",457,"Killer","23 Sep 2011",0.076354,0,0,"Action, Crime, Thriller","6.5/10","110,829","Gary McKendry","25%","Open Road Films"
