"","Title","ReleaseDate","Popularity","Budget","Revenue","Genre","IMDBRating","IMDBVotes","Director","RottenTomatoesRating"
"2869","Followed Home","03 Mar 2010",0.117234,0,0,"Horror","2.6/10","141","Joaquin F. Palma",NA
"2870","Darna","04 Apr 2005",0.004206,0,0,"Action, Drama, Fantasy","6.3/10","35","N/A",NA
"2871","Bordella","'23/01/1976'",0.280508,0,0,NA,NA,NA,NA,NA
"2872","Saga of a Crew 2008 Special Edition","01 Dec 2008",0.005625,0,0,"Sci-Fi","1.9/10","17","Daniel R. Christopher",NA
"2873","Bully","12 Dec 2001",0.011297,0,0,"Biography, Crime, Drama","7.0/10","30,645","Larry Clark","54%"
"2874","Hyperlinks or It Didn't Happen","'15/10/2014'",0.028175,0,0,"Short",NA,"N/A","CÈcile B. Evans",NA
"2875","Gang de qin","15 Jul 2011",0.015514,0,0,"Comedy, Drama","7.3/10","615","Meng Zhang",NA
"2876","Rewind","26 Aug 2013",0.361695,0,0,"Action, Sci-Fi, Thriller","6.3/10","1,221","Jack Bender",NA
"2877","Flaming Poppies","01 Jun 1963",0.001904,0,0,"Short",NA,"N/A","Hushang Shafti",NA
"2878","Faithfull","21 Nov 2000",0,0,0,"Documentary","8.4/10","37","Michael Collins",NA
"2879","Gun Hill","'02/07/2014'",0.391675,0,0,"Action, Crime","6.8/10","208","Reggie Rock Bythewood",NA
"2880","Outlier","01 Oct 2014",NA,0,0,"Short, Comedy, Drama","7.3/10","10","Martin Wallner",NA
"2881","L'arcidiavolo","05 Oct 1940",0.537369,0,0,"N/A",NA,"N/A","Toni Frenguelli",NA
"2882","Raiders of the Golden Triangle","07 Jun 1985",1.2e-05,0,0,"Action","5.7/10","20","Sumat Saichur",NA
"2883","Ana","06 May 1985",0.002063,0,0,"N/A","7.1/10","67","Margarida Cordeiro, AntÛnio Reis",NA
"2884","Sweeney Todd","03 Jan 2006",0.001883,0,0,"Crime, Drama, Horror","7.0/10","2,590","David Moore",NA
"2885","Trava: Fist Planet","03 May 2003",0.14837,0,0,"Animation","7.3/10","150","Katsuhito Ishii, Takeshi Koike",NA
"2886","La casa","15 Apr 2012",0.013137,0,0,"Documentary","6.8/10","12","Gustavo Font·n",NA
"2887","A solas contigo","05 Sep 1990",8.9e-05,0,0,"Thriller","5.8/10","70","Eduardo Campoy",NA
"2888","Westwind: Djalu's Legacy","01 Jun 2016",2.453294,0,0,"Documentary",NA,"N/A","Ben Strunin",NA
"2889","à´¡à´«àµ‡à´?à´?à´°àµçâ€ç","'21/10/2016'",0.236667,0,0,NA,NA,NA,NA,NA
"2890","Upstage","07 Nov 1926",0.003516,0,0,"Drama, Romance","7.0/10","41","Monta Bell",NA
"2891","Showing Roots","23 Apr 2016",0.175917,0,0,"Comedy, Drama","6.7/10","41","Michael Wilson",NA
"2892","Iliza Shlesinger: Confirmed Kills","23 Sep 2016",0.299037,0,0,"Comedy","6.1/10","988","Bobcat Goldthwait",NA
"2893","Il padre d'Italia","09 Mar 2017",0.653139,0,0,"Drama","6.8/10","74","Fabio Mollo",NA
"2894","Commitments","04 May 2001",0.522569,0,0,"N/A","8.2/10","76","Carol Mayes",NA
"2895","The Green leaves of winter","'NaT'",0,0,0,"N/A",NA,"N/A","Pascual Guerrero",NA
"2896","The Briggs Family","07 Sep 1940",0.009638,0,0,"Crime, Drama","6.7/10","6","Herbert Mason",NA
"2897","O Cego Estrangeiro","'NaT'",2.4e-05,0,0,"Short","7.2/10","11","Marcius Barbieri",NA
"2898","Phyu Phyu","'12/10/2015'",0.0459,0,0,NA,NA,NA,NA,NA
"2899","Into the Sun","20 May 2005",1.484249,15000000,0,"Action, Adventure, Thriller","4.4/10","6,092","mink",NA
"2900","Stacker","'01/04/2013'",0.17087,0,0,"Documentary, Sport","7.0/10","27","Jeremi Mattern",NA
"2901","Cocaine: History Between the Lines","30 Aug 2011",0.003329,0,0,"Documentary","7.4/10","29","N/A",NA
"2902","Der Pantoffelheld","26 Nov 1923",0.0045,0,0,"N/A",NA,"N/A","Reinhold Sch¸nzel",NA
"2903","Kaos: Ã–rÃ?mcek AÄŸÄ±","'30/03/2012'",0.063026,0,0,NA,NA,NA,NA,NA
"2904","Operazione poker","30 Dec 1965",0.233451,0,0,"Action, Adventure, Crime","4.2/10","26","Osvaldo Civirani",NA
"2905","Catch of the Day","12 Sep 2013",0.209876,0,0,"Drama, Horror, Thriller","7.0/10","40","Michael Leavy",NA
"2906","Pisara","19 Aug 2011",0.250054,0,0,"Short, Drama, Thriller","6.7/10","19","Jalmari Helander",NA
"2907","The Door","26 Nov 2009",0,0,0,"Drama, Mystery, Sci-Fi","6.7/10","4,151","Anno Saul",NA
"2908","Fish in Barrel","16 Jul 2010",0.007729,0,0,"Short, Drama",NA,"N/A","Randall Okita",NA
"2909","Dick & Dom in da Bungalow: The Dirty Norris Files","'18/10/2004'",0.004128,0,0,NA,NA,NA,NA,NA
"2910","Anonymous Rex","19 Nov 2004",0.040968,0,0,"Action, Comedy, Sci-Fi","4.3/10","810","Julian Jarrold",NA
"2911","Masheenee Alcketiara","'NaT'",0,0,0,"Short, Music","8.4/10","12","Ema Shah",NA
"2912","Vaanam","'29/04/2011'",0.01727,0,0,"Drama","5.0/10","33","Vijie",NA
"2913","Liar's Moon","01 Sep 1982",0.000144,0,0,"Drama, Romance","5.9/10","400","David Fisher",NA
"2914","Move!","08 May 1992",0.03,0,0,"Crime, Drama","7.2/10","7,977","Carl Franklin","98%"
"2915","Pio XI e Marconi","'01/01/1933'",0.001875,0,0,"Documentary, Short","4.7/10","44","N/A",NA
"2916","Generations","06 Mar 1989",0.010591,0,0,"Drama","7.5/10","220","N/A",NA
"2917","Vick","02 Feb 2010",0.173892,0,0,"Reality-TV","4.1/10","21","N/A",NA
"2918","Gusanos de seda","21 Nov 1977",0.25,0,0,"Drama","6.3/10","9","Francisco Rodriguez Fernandez",NA
"2919","Mala yerba","27 Sep 1991",0.025487,0,0,"Comedy","5.4/10","5","JosÈ Luis PÈrez Trist·n",NA
"2920","Moonies","08 Jul 2012",0.004146,0,0,"Documentary",NA,"N/A","Barbie MacLaurin",NA
"2921","Riot","13 Nov 2015",0.895433,0,0,"Action","5.2/10","1,559","John Lyde",NA
"2922","The Magical World of Winnie the Pooh: Friends Forever","'22/04/2004'",0.012765,0,0,NA,NA,NA,NA,NA
"2923","Vibes","05 Aug 1988",2.591019,1884000,1883811,"Adventure, Comedy, Romance","5.5/10","2,839","Ken Kwapis","6%"
"2924","Red Right Return","'08/04/2014'",0.037245,0,0,"Drama",NA,"N/A","George Manatos",NA
"2925","We","23 Dec 2011",0.009312,0,0,"Comedy, Drama, Family","7.1/10","118,449","Cameron Crowe","66%"
"2926","Der Theaterbesuch","11 Apr 1934",0.001876,0,0,"Short","7.5/10","66","Joe Stˆckel",NA
"2927","Les Grandes Familles","29 Nov 1989",0.001883,0,0,"N/A","7.1/10","8","N/A",NA
"2928","Steve Rannazzisi: Manchild","16 Nov 2013",0.03539,0,0,"Comedy","7.2/10","37","Ryan Polito",NA
"2929","The Miraculous Mission","24 Dec 2005",0.005625,0,0,"Documentary, Family",NA,"N/A","David Priest",NA
"2930","Bashment","18 Jun 2011",0.161337,0,0,"Drama","6.0/10","116","Rikki Beadle Blair",NA
"2931","Storia di una monaca di clausura","01 Mar 1975",0.011242,0,0,"Drama","5.6/10","210","Domenico Paolella",NA
"2932","Mel Karade Rabba","16 Jul 2010",0.009413,0,0,"Comedy, Drama, Romance","7.3/10","548","Navaniat Singh",NA
"2933","A Christmas Too Many","04 Dec 2007",0.008149,0,0,"Comedy","5.0/10","432","Stephen Wallis",NA
"2934","Momokuri","24 Dec 2015",0.050769,0,0,"Animation, Comedy","6.5/10","20","N/A",NA
"2935","Empyrean","09 Mar 2013",0,0,0,"Short, Drama, Family","6.8/10","8","Sophia Savage",NA
"2936","Jasper","02 Nov 2011",0.0075,0,0,"Action, Comedy, Romance","4.6/10","33","Nathan Hill",NA
"2937","Las Fieras","17 Jul 1969",0.007934,0,0,"Comedy, Drama, Crime","7.4/10","20","RenÈ Cardona Jr.",NA
"2938","Die Again","16 Feb 1974",0.04346,0,0,"Sci-Fi, Thriller","6.2/10","55","Richard A. Colla",NA
"2939","UFC 26: Ultimate Field Of Dreams","09 Jun 2000",0.014264,0,0,"Sport","6.8/10","32","N/A",NA
"2940","Kahaani","09 Mar 2012",0.352535,1200000,16000000,"Drama, Mystery, Thriller","8.2/10","45,050","Sujoy Ghosh",NA
"2941","Wrath of Silence","08 Sep 1994",0,0,0,"Comedy, Horror","5.0/10","36","Frankie Chan",NA
"2942","Five Feet High and Rising","01 Jan 2000",0.004437,0,0,"Short","6.2/10","489","Peter Sollett",NA
"2943","Lucy","25 Jul 2014",0.054381,0,0,"Action, Sci-Fi, Thriller","6.4/10","360,408","Luc Besson","67%"
"2944","Pari","'29/11/2016'",NA,0,0,"Drama, Romance","6.8/10","640","Dariush Mehrjui",NA
"2945","American Guns","10 Oct 2011",1e-06,0,0,"Reality-TV","6.6/10","463","N/A",NA
"2946","The Ol' Swimmin' Hole","06 Feb 1928",0.144414,0,0,"Animation, Short, Comedy","6.3/10","7","Walt Disney",NA
"2947","ãÅ•ã‚ˆãÅªã‚‰ã€Åã‚¯ãƒ?","'01/07/2003'",0.187536,0,0,NA,NA,NA,NA,NA
"2948","Underground Lizard People","'01/01/2011'",0.014058,0,0,"Horror, Thriller","5.4/10","16","Jared Cohn",NA
"2949","Chun man qian kun","03 Oct 1968",0.004242,0,0,"Comedy",NA,"N/A","Chun Hsieh",NA
"2950","Moonrise","05 Nov 1948",0.536169,0,0,"Crime, Drama, Film-Noir","7.2/10","1,136","Frank Borzage","100%"
"2951","Daibosatsu tÃ´ge","'13/07/1957'",0.001875,0,0,NA,NA,NA,NA,NA
"2952","Swapner Din","'01/04/2004'",0.004254,0,0,NA,NA,NA,NA,NA
"2953","One Man Show","'12/12/2001'",0.00674,0,0,"Short, Comedy, Drama","7.9/10","13","Gregor Erler",NA
"2954","Killarney Blarney","16 May 1973",3.7e-05,0,0,"Animation, Comedy, Short","5.6/10","5","Gerry Chiniquy",NA
"2955","Backroad","17 Jul 2012",0.016508,275000,0,"Drama, Horror, Thriller","4.8/10","48","Wayne Slaten",NA
"2956","Nazi Titanic","14 Apr 2012",0.013177,0,0,"Documentary, History, War","7.1/10","80","Oscar Chan",NA
"2957","Service","25 Jun 2008",0.04125,0,0,"Drama, Romance","6.2/10","1,182","Brillante Mendoza","81%"
"2958","Paris on the Water","01 May 2014",0.036561,0,0,"Short, Drama","8.3/10","14","Hadas Ayalon",NA
"2959","Nirvana: Smells Like Teen Spirit","10 Sep 1991",1e-06,0,0,"Short, Music","8.0/10","508","Samuel Bayer",NA
"2960","Tod im Labor","14 Dec 1997",0.004476,0,0,"Crime",NA,"N/A","Frank Guthke",NA
"2961","Birthday Boy","22 Oct 2004",0.01589,0,0,"Animation, Short, Drama","6.7/10","509","Sejong Park",NA
"2962","All About Bette","17 Jul 1994",0.004905,0,0,"Documentary, Biography","8.8/10","310","Susan F. Walker",NA
"2963","Gold Digger Killer","24 Jul 2007",0.005625,0,0,"Drama, Horror","3.7/10","32","Roderick Giles",NA
"2964","Earth Minus Zero","'01/01/1996'",0.004766,0,0,"Comedy, Family, Sci-Fi","2.3/10","204","Joey Travolta",NA
"2965","44 Pages","06 Mar 2017",4e-04,0,0,"Documentary",NA,"N/A","Tony Shaff",NA
"2966","Way... Way Out","26 Oct 1966",0.405275,0,0,"Comedy, Sci-Fi","5.4/10","784","Gordon Douglas",NA
"2967","The Warrens of Virginia","12 Oct 1924",0.020902,0,0,"Romance","6.3/10","11","Elmer Clifton",NA
"2968","Floppy D","01 Aug 2015",0.03939,0,0,"Short, Comedy, Drama",NA,"N/A","Logan Leikam",NA
"2969","10 Days in a Madhouse","11 Nov 2015",0.08903,1200000,0,"Drama","7.1/10","716","Timothy Hines",NA
"2970","Angel of Death","07 Jul 2009",0.085968,0,0,"Action, Crime, Thriller","5.0/10","1,906","Paul Etheredge",NA
"2971","The Red Virgin","18 Oct 2012",0.138869,0,0,"Short, Drama","8.1/10","99","Sheila Pye",NA
"2972","What we did before we drank cocoa together","'01/01/2015'",0.030003,0,0,"Short, Adventure, Drama",NA,"N/A","Aramisova",NA
"2973","Friended to Death","02 May 2014",0.317352,0,0,"Comedy","4.9/10","401","Sarah Smick","42%"
"2974","First Comes Courage","29 Jul 1943",0.003392,0,0,"War, Drama","6.5/10","168","Dorothy Arzner",NA
"2975","What Happiness Is","21 Dec 2012",0.049608,0,0,"Documentary","6.4/10","21","Harald Friedl",NA
"2976","Windsurf - Il vento nelle mani","'01/01/1984'",0.003813,0,0,"N/A","4.6/10","23","Claudio Risi",NA
"2977","Gulag","13 Jan 1985",0.003419,0,0,"Drama","6.8/10","538","Roger Young",NA
"2978","That's My Daddy","05 Feb 1928",0.001884,0,0,"Comedy, Romance","6.6/10","11","Fred C. Newmeyer, Reginald Denny",NA
"2979","Case Studies for Management No. 1: What About That Job?","09 Sep 2009",0.00016,0,0,"Short",NA,"N/A","Peter Pickering",NA
"2980","Ottesi Cheputhuna","'09/10/2014'",0.028236,0,0,NA,NA,NA,NA,NA
"2981","Islands of the West","'29/08/1972'",0,0,0,"Documentary, Short","6.2/10","16","Bill Forsyth",NA
"2982","Opasnye druzya","'28/01/1980'",0.000421,0,0,"N/A","7.8/10","9","Vladimir Shamshurin",NA
"2983","Cinco fueron escogidos","'08/07/1943'",0.002101,0,0,"Adventure, Drama, War","6.8/10","11","AgustÌn P. Delgado, Herbert Kline",NA
"2984","Geert Hoste: Hard","'29/09/2003'",0.00375,0,0,NA,NA,NA,NA,NA
"2985","Symphony in Slang","16 Jun 1951",0.004752,0,0,"Animation, Family, Comedy","7.7/10","562","Tex Avery",NA
"2986","The Sea Bat","05 Jul 1930",0.004305,0,0,"Action, Romance, Thriller","5.6/10","149","Lionel Barrymore, Wesley Ruggles",NA
"2987","Maske in Blau","15 Jan 1943",0.014661,0,0,"Comedy, Romance","5.3/10","14","Paul Martin",NA
"2988","We Are the Littletons: A True Story","01 Jul 2004",0.00873,0,0,"Documentary, Short, Comedy",NA,"N/A","Penny Lane",NA
"2989","Molodaya Gvardiya","'11/10/1948'",0.397848,0,0,"N/A",NA,"N/A","N/A",NA
"2990","Ved Havet","'04/11/1909'",0.001913,0,0,"Documentary, Short",NA,"N/A","Ole Olsen",NA
"2991","Blind Justice","25 Jun 1994",5e-06,0,0,"Action, Western","5.8/10","603","Richard Spence",NA
"2992","Benjamin Troubles","'27/06/2017'",0.501121,0,0,"Drama, Romance, Thriller","8.2/10","46","Kai Ephron",NA
"2993","A Cova","02 Mar 2011",0.049302,0,0,"Short, Crime, Thriller","6.0/10","44","LuÌs Alves",NA
"2994","A Princesa","29 Jan 2012",0.119007,0,0,"Drama, Romance","5.3/10","31","Hugo de Sousa",NA
"2995","Running Mates","13 Aug 2000",0.701889,0,0,"Comedy, Drama","5.8/10","570","Ron Lagomarsino","0%"
"2996","Casa AntÃºnez","'12/06/2017'",0.628926,0,0,NA,NA,NA,NA,NA
"2997","Holding","01 Apr 2012",0.001875,0,0,"Short, Drama","8.6/10","9","Ara Sagherian",NA
"2998","Past Present","04 Oct 2013",0.031056,0,0,"Documentary","7.2/10","8","Tiong Guan Saw",NA
"2999","The Assam Garden","30 Jul 1986",0.175607,0,0,"Drama","7.0/10","118","Mary McMurray",NA
"3000","The Day the Bookies Wept","15 Sep 1939",0.21177,0,0,"Comedy","5.4/10","63","Leslie Goodwins",NA
"3001","Problemzone Schwiegereltern","'11/11/2004'",0.004166,0,0,NA,NA,NA,NA,NA
"3002","Pahan kukat","'14/06/2016'",0.329889,0,0,NA,NA,NA,NA,NA
"3003","Integral Man","'02/05/2017'",0.267281,0,0,NA,NA,NA,NA,NA
"3004","Exit","'15/04/2015'",0.035629,0,0,NA,NA,NA,NA,NA
"3005","Kayla: A Cry in the Wilderness","'29/10/1997'",0.003066,0,0,NA,NA,NA,NA,NA
"3006","Bohemia - A Year in the Wetlands","'01/01/2009'",0.0075,0,0,NA,NA,NA,NA,NA
"3007","Lincoln","'06/09/1974'",0.173432,0,0,NA,NA,NA,NA,NA
"3008","Dalaga na si Sabel","'14/05/1997'",0.022124,0,0,NA,NA,NA,NA,NA
"3009","Hong xiang","'15/07/1982'",0.000615,0,0,NA,NA,NA,NA,NA
"3010","AlphaGo","'21/04/2017'",0.552114,0,0,NA,NA,NA,NA,NA
"3011","Secret Matters","'01/12/2015'",0.04875,0,0,NA,NA,NA,NA,NA
"3012","?˜?· ?¢???º?¸??","'04/09/2011'",0.019127,0,0,NA,NA,NA,NA,NA
"3013","Devil In The Detail","'01/01/2014'",0.051692,0,0,NA,NA,NA,NA,NA
"3014","En sÃ¸ndag paa Amager","'11/10/1941'",0.02037,0,0,NA,NA,NA,NA,NA
"3015","Badlis sa Kinabuhi","'09/02/1969'",0.002064,0,0,NA,NA,NA,NA,NA
"3016","No Ordinary Baby","'08/10/2001'",0.422352,0,0,NA,NA,NA,NA,NA
"3017","Show Business","'20/08/1932'",0.002233,0,0,NA,NA,NA,NA,NA
"3018","Hold That Blonde!","'23/11/1945'",0.013991,0,0,NA,NA,NA,NA,NA
"3019","Der Fall Lothar Malskat","'23/12/1966'",0.004301,0,0,NA,NA,NA,NA,NA
"3020","Getting Out of Rhode Island","'NaT'",8e-05,0,0,NA,NA,NA,NA,NA
"3021","Millhouse","'01/01/1971'",0.00435,0,0,NA,NA,NA,NA,NA
"3022","The Noise of Bombs","'19/11/1914'",0.01658,0,0,NA,NA,NA,NA,NA
"3023","The Chimney Sweep and the Miller","'21/04/1900'",0.014045,0,0,NA,NA,NA,NA,NA
"3024","Una bala para el Rey","'15/03/2009'",0.047601,0,0,NA,NA,NA,NA,NA
"3025","Toopy and Binoo - Toopy Goes Bananas","'12/08/2008'",0.011472,0,0,NA,NA,NA,NA,NA
"3026","Stargate SG-1: True Science","'NaT'",0.006324,0,0,NA,NA,NA,NA,NA
"3027","Taxa K-1640 efterlyses","'05/08/1956'",0.118322,0,0,NA,NA,NA,NA,NA
"3028","Candyman","'16/10/1992'",3.392001,6000000,25792310,NA,NA,NA,NA,NA
"3029","Fugly!","'05/11/2014'",1.317353,0,0,NA,NA,NA,NA,NA
"3030","Arrowhead","'NaT'",3.6e-05,0,0,NA,NA,NA,NA,NA
"3031","Chihuly: Gardens & Glass","'01/01/2003'",0.00375,0,0,NA,NA,NA,NA,NA
"3032","The Fuzzy Pink Nightgown","'09/08/1957'",0.227865,0,0,NA,NA,NA,NA,NA
"3033","The Great Raid","'12/08/2005'",1.054314,80000000,10166502,NA,NA,NA,NA,NA
"3034","Luke Rides Roughshod","'10/07/1916'",0.001875,0,0,NA,NA,NA,NA,NA
"3035","Depeche Mode: 101","'27/04/1989'",0.057441,0,0,NA,NA,NA,NA,NA
"3036","The Reptile","'06/03/1966'",0.569856,0,0,NA,NA,NA,NA,NA
"3037","Poor Us: An Animated History of Poverty","'28/11/2012'",0.030544,0,0,NA,NA,NA,NA,NA
"3038","Und der Himmel lacht dazu","'23/11/1954'",0.006596,0,0,NA,NA,NA,NA,NA
"3039","Madagascar","'25/05/2005'",9.000733,75000000,532680671,NA,NA,NA,NA,NA
"3040","Secretos","'NaT'",0,0,0,NA,NA,NA,NA,NA
"3041","Rock Jocks","'25/06/2013'",0.713295,0,0,NA,NA,NA,NA,NA
"3042","Darkhunters","'18/05/2004'",0.541647,0,0,NA,NA,NA,NA,NA
"3043","Jane Goodall's Wild Chimpanzees","'07/05/2002'",0.003765,0,0,NA,NA,NA,NA,NA
"3044","Senso proibito","'NaT'",0,0,0,NA,NA,NA,NA,NA
"3045","Armand 15 ans l'Ã©tÃ©","'NaT'",0.3,0,0,NA,NA,NA,NA,NA
"3046","Here Come the Munsters","'11/01/1995'",0.447996,0,0,NA,NA,NA,NA,NA
"3047","Vijay IPS","'NaT'",4.3e-05,0,0,NA,NA,NA,NA,NA
"3048","Karaseen Falls","'01/09/2015'",0.041303,0,0,NA,NA,NA,NA,NA
"3049","The Archer","'01/01/1997'",0.001877,0,0,NA,NA,NA,NA,NA
"3050","Our Guys: Outrage at Glen Ridge","'02/05/1999'",0.018782,0,0,NA,NA,NA,NA,NA
"3051","The Christmas Card","'02/12/2006'",0.032264,0,0,NA,NA,NA,NA,NA
"3052","Move: Live in Tokio","'07/06/2014'",0.024375,0,0,NA,NA,NA,NA,NA
"3053","The Deep Six","'15/01/1958'",0.254061,0,0,NA,NA,NA,NA,NA
"3054","Christina","'15/12/1929'",0.00199,0,0,NA,NA,NA,NA,NA
"3055","Girlfriend's Day","'14/02/2017'",0.700239,0,0,NA,NA,NA,NA,NA
"3056","Second Chance","'18/07/1947'",0.002849,0,0,NA,NA,NA,NA,NA
"3057","Face of Terror","'28/02/2004'",0.007068,0,0,NA,NA,NA,NA,NA
"3058","Nuvem","'20/05/2011'",0.041742,0,0,NA,NA,NA,NA,NA
"3059","Bighorror","'07/11/2015'",0.054829,0,0,NA,NA,NA,NA,NA
"3060","Rangbaaz","'25/10/1996'",0.001875,0,0,NA,NA,NA,NA,NA
"3061","Shock Waves","'15/07/1977'",1.002243,200000,0,NA,NA,NA,NA,NA
"3062","A Comedy in Six Unnatural Acts","'01/01/1975'",0.000168,0,0,NA,NA,NA,NA,NA
"3063","Neighbors","'12/06/1912'",0.001877,0,0,NA,NA,NA,NA,NA
"3064","Throbbing Gristle â€?â€“ Live At Oundle Schoo","'NaT'",NA,0,0,NA,NA,NA,NA,NA
"3065","Passages from James Joyce's Finnegans Wake","'07/04/1967'",0.001875,0,0,NA,NA,NA,NA,NA
"3066","Crimen","'13/12/1960'",0.294551,0,0,NA,NA,NA,NA,NA
"3067","Caliche sangriento","'21/03/1969'",0.001875,0,0,NA,NA,NA,NA,NA
"3068","The Sailor's Return","'15/11/1978'",0.003626,0,0,NA,NA,NA,NA,NA
"3069","Teletubbies: All Fall Down","'NaT'",0,0,0,NA,NA,NA,NA,NA
"3070","The Rebel","'07/03/1961'",0.00787,0,0,NA,NA,NA,NA,NA
"3071","Callas Forever","'18/09/2002'",0.302966,0,0,NA,NA,NA,NA,NA
"3072","Passion eines Politikers","'17/05/1970'",0.070875,500000,0,NA,NA,NA,NA,NA
"3073","Dead Lines","'25/12/2010'",0.019399,0,0,NA,NA,NA,NA,NA
"3074","16 Years till Summer","'01/01/2015'",0.030027,0,0,NA,NA,NA,NA,NA
"3075","30 Days with My Brother","'08/04/2016'",0.261693,0,0,NA,NA,NA,NA,NA
"3076","Getting Physical","'20/03/1984'",0.060123,0,0,NA,NA,NA,NA,NA
"3077","Steel Panther: [2014] Wacken Open Air","'31/07/2014'",0.02625,0,0,NA,NA,NA,NA,NA
"3078","Fallen Stars","'14/03/2017'",0.294317,0,0,NA,NA,NA,NA,NA
"3079","Mr. Magoo's Christmas Carol","'18/12/1962'",0.061772,0,0,NA,NA,NA,NA,NA
"3080","Treuepunkte","'12/11/2008'",0.018456,0,0,NA,NA,NA,NA,NA
"3081","Mother Tongue","'01/01/2003'",0.00375,0,0,NA,NA,NA,NA,NA
"3082","Naneum wang-ida","'15/09/1966'",0.001912,0,0,NA,NA,NA,NA,NA
"3083","Tree","'24/02/2001'",0.00426,0,0,NA,NA,NA,NA,NA
"3084","Cab to Canada","'NaT'",9e-06,0,0,NA,NA,NA,NA,NA
"3085","Andy Peters: Exclamation Mark Question Point","'13/02/2015'",0.031875,0,0,NA,NA,NA,NA,NA
"3086","NanÃ ","'15/10/1917'",0.001875,0,0,NA,NA,NA,NA,NA
"3087","Liebeskrieg nach Noten","'17/08/1953'",0.006363,0,0,NA,NA,NA,NA,NA
"3088","Rich Mullins: Pursuit of a Legacy","'01/07/1994'",0.001875,0,0,NA,NA,NA,NA,NA
"3089","Copa UniÃ£o","'01/01/2012'",0.048951,0,0,NA,NA,NA,NA,NA
"3090","The Stalking Moon","'25/12/1968'",0.604427,0,0,NA,NA,NA,NA,NA
"3091","El sargento Perez","'21/03/1973'",0,0,0,NA,NA,NA,NA,NA
"3092","Rakety Ne Dolzny Vzletet","'06/06/1964'",0.002066,0,0,NA,NA,NA,NA,NA
"3093","David Bek","'02/01/1944'",0.00633,0,0,NA,NA,NA,NA,NA
"3094","Bad Moms","'28/07/2016'",4.286978,20000000,109387615,NA,NA,NA,NA,NA
"3095","Star Wars Uncut: Director's Cut","'18/01/2012'",0.030158,0,0,NA,NA,NA,NA,NA
"3096","The Pickle Recipe","'21/10/2016'",0.377448,0,0,NA,NA,NA,NA,NA
"3097","Tangled","'02/11/2001'",0.92799,0,0,NA,NA,NA,NA,NA
"3098","Barbed Wire","'25/07/1952'",0.002655,0,0,NA,NA,NA,NA,NA
"3099","Even Kids Started Small","'01/01/2006'",0.005625,0,0,NA,NA,NA,NA,NA
"3100","V Tsenturiya. V Poiskakh Zacharovannykh Sokrovishch","'18/03/2010'",0.19376,0,0,NA,NA,NA,NA,NA
"3101","Young Widow","'04/03/1946'",0.320693,0,0,NA,NA,NA,NA,NA
"3102","Tres Deseos","'05/11/2008'",0.016931,0,0,NA,NA,NA,NA,NA
"3103","Die Leute mit dem Sonnenstich","'04/12/1936'",0.002066,0,0,NA,NA,NA,NA,NA
"3104","Venusfliegenfalle","'01/01/2015'",0.067896,0,0,NA,NA,NA,NA,NA
"3105","Ã‰toile","'17/03/1989'",0.310287,0,0,NA,NA,NA,NA,NA
"3106","The Winning Season","'03/04/2004'",0.605925,0,0,NA,NA,NA,NA,NA
"3107","Delay of Game","'01/01/1991'",0.25,0,0,NA,NA,NA,NA,NA
"3108","The Blackout","'01/09/2013'",0.171429,1300000,0,NA,NA,NA,NA,NA
"3109","Triplets","'NaT'",0.300171,0,0,NA,NA,NA,NA,NA
"3110","Donovan's Reef","'12/06/1963'",0.602199,2686000,6600000,NA,NA,NA,NA,NA
"3111","The Pixar Shorts: A Short History","'06/11/2007'",0.045995,0,0,NA,NA,NA,NA,NA
"3112","La chamaca","'13/07/1961'",0.008177,0,0,NA,NA,NA,NA,NA
"3113","Sister Act 2: Back in the Habit","'09/12/1993'",2.682567,38000000,57319029,NA,NA,NA,NA,NA
"3114","Hong Kong: Gateway to China","'06/02/1938'",0.001876,0,0,NA,NA,NA,NA,NA
"3115","President Roosevelt Reviewing the Troops at Charleston Exposition","'31/10/1902'",0.001875,0,0,NA,NA,NA,NA,NA
"3116","Quebracho","'16/05/1974'",8.3e-05,0,0,NA,NA,NA,NA,NA
"3117","Liu lang shen gou ren","'07/08/2007'",0.008438,0,0,NA,NA,NA,NA,NA
"3118","Backstreet Boys: Black & Blue Tour Live in Dallas","'01/01/2001'",0.002172,0,0,NA,NA,NA,NA,NA
"3119","L'ave Maria di Gounod","'18/10/1910'",0.001876,0,0,NA,NA,NA,NA,NA
"3120","NepatyrÄ™s","'02/01/2015'",0.051147,231000,0,NA,NA,NA,NA,NA
"3121","The Ballad of Cleopatra","'NaT'",1.9e-05,0,0,NA,NA,NA,NA,NA
